"Uniprot1","Uniprot2","path.length","K.edge","Degree1","Degree2","mean_deg","min_deg","max_deg","drug1","drug2","drug_pair","network"
"eco:b0084","eco:b3230",2,32,32,259,146,32,259,"Penicillin G","Doxycycline","Doxycycline_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3230",2,32,32,259,146,32,259,"Piperacillin","Doxycycline","Doxycycline_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3251",2,32,32,99,66,32,99,"Amoxicillin","A22","A22_Amoxicillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3251",2,32,32,99,66,32,99,"Aztreonam","A22","A22_Aztreonam","EcoliNet.v1.txt"
"eco:b0084","eco:b3251",2,32,32,99,66,32,99,"Cefaclor","A22","A22_Cefaclor","EcoliNet.v1.txt"
"eco:b0084","eco:b3251",2,32,32,99,66,32,99,"Cefotaxime","A22","A22_Cefotaxime","EcoliNet.v1.txt"
"eco:b0084","eco:b3251",2,32,32,99,66,32,99,"Cephalexin","A22","A22_Cephalexin","EcoliNet.v1.txt"
"eco:b0084","eco:b3251",2,32,32,99,66,32,99,"Imipenem","A22","A22_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3251",2,32,32,99,66,32,99,"Meropenem","A22","A22_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3251",2,32,32,99,66,32,99,"Penicillin G","A22","A22_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3251",2,32,32,99,66,32,99,"Piperacillin","A22","A22_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3296",2,32,32,280,156,32,280,"Amoxicillin","Doxycycline","Amoxicillin_Doxycycline","EcoliNet.v1.txt"
"eco:b0084","eco:b3296",2,32,32,280,156,32,280,"Aztreonam","Doxycycline","Aztreonam_Doxycycline","EcoliNet.v1.txt"
"eco:b0084","eco:b3296",2,32,32,280,156,32,280,"Cefaclor","Doxycycline","Cefaclor_Doxycycline","EcoliNet.v1.txt"
"eco:b0084","eco:b3296",2,32,32,280,156,32,280,"Cefotaxime","Doxycycline","Cefotaxime_Doxycycline","EcoliNet.v1.txt"
"eco:b0084","eco:b3296",2,32,32,280,156,32,280,"Cephalexin","Doxycycline","Cephalexin_Doxycycline","EcoliNet.v1.txt"
"eco:b0084","eco:b3296",2,32,32,280,156,32,280,"Imipenem","Doxycycline","Doxycycline_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3296",2,32,32,280,156,32,280,"Meropenem","Doxycycline","Doxycycline_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3296",2,32,32,280,156,32,280,"Penicillin G","Doxycycline","Doxycycline_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3296",2,32,32,280,156,32,280,"Piperacillin","Doxycycline","Doxycycline_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Amoxicillin","Aztreonam","Amoxicillin_Aztreonam","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Amoxicillin","Cefaclor","Amoxicillin_Cefaclor","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Amoxicillin","Cefotaxime","Amoxicillin_Cefotaxime","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Amoxicillin","Cephalexin","Amoxicillin_Cephalexin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Amoxicillin","Imipenem","Amoxicillin_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Amoxicillin","Meropenem","Amoxicillin_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Amoxicillin","Penicillin G","Amoxicillin_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Amoxicillin","Piperacillin","Amoxicillin_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Aztreonam","Amoxicillin","Amoxicillin_Aztreonam","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Aztreonam","Cefaclor","Aztreonam_Cefaclor","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Aztreonam","Cefotaxime","Aztreonam_Cefotaxime","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Aztreonam","Cephalexin","Aztreonam_Cephalexin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Aztreonam","Imipenem","Aztreonam_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Aztreonam","Meropenem","Aztreonam_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Aztreonam","Penicillin G","Aztreonam_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Aztreonam","Piperacillin","Aztreonam_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefaclor","Amoxicillin","Amoxicillin_Cefaclor","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefaclor","Aztreonam","Aztreonam_Cefaclor","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefaclor","Cefotaxime","Cefaclor_Cefotaxime","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefaclor","Cephalexin","Cefaclor_Cephalexin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefaclor","Imipenem","Cefaclor_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefaclor","Meropenem","Cefaclor_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefaclor","Penicillin G","Cefaclor_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefaclor","Piperacillin","Cefaclor_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefotaxime","Amoxicillin","Amoxicillin_Cefotaxime","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefotaxime","Aztreonam","Aztreonam_Cefotaxime","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefotaxime","Cefaclor","Cefaclor_Cefotaxime","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefotaxime","Cephalexin","Cefotaxime_Cephalexin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefotaxime","Imipenem","Cefotaxime_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefotaxime","Meropenem","Cefotaxime_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefotaxime","Penicillin G","Cefotaxime_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cefotaxime","Piperacillin","Cefotaxime_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cephalexin","Amoxicillin","Amoxicillin_Cephalexin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cephalexin","Aztreonam","Aztreonam_Cephalexin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cephalexin","Cefaclor","Cefaclor_Cephalexin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cephalexin","Cefotaxime","Cefotaxime_Cephalexin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cephalexin","Imipenem","Cephalexin_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cephalexin","Meropenem","Cephalexin_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cephalexin","Penicillin G","Cephalexin_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Cephalexin","Piperacillin","Cephalexin_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Imipenem","Amoxicillin","Amoxicillin_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Imipenem","Aztreonam","Aztreonam_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Imipenem","Cefaclor","Cefaclor_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Imipenem","Cefotaxime","Cefotaxime_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Imipenem","Cephalexin","Cephalexin_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Imipenem","Meropenem","Imipenem_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Imipenem","Penicillin G","Imipenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Imipenem","Piperacillin","Imipenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Meropenem","Amoxicillin","Amoxicillin_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Meropenem","Aztreonam","Aztreonam_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Meropenem","Cefaclor","Cefaclor_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Meropenem","Cefotaxime","Cefotaxime_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Meropenem","Cephalexin","Cephalexin_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Meropenem","Imipenem","Imipenem_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Meropenem","Penicillin G","Meropenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Meropenem","Piperacillin","Meropenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Penicillin G","Amoxicillin","Amoxicillin_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Penicillin G","Aztreonam","Aztreonam_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Penicillin G","Cefaclor","Cefaclor_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Penicillin G","Cefotaxime","Cefotaxime_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Penicillin G","Cephalexin","Cephalexin_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Penicillin G","Imipenem","Imipenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Penicillin G","Meropenem","Meropenem_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Penicillin G","Piperacillin","Penicillin G_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Piperacillin","Amoxicillin","Amoxicillin_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Piperacillin","Aztreonam","Aztreonam_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Piperacillin","Cefaclor","Cefaclor_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Piperacillin","Cefotaxime","Cefotaxime_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Piperacillin","Cephalexin","Cephalexin_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Piperacillin","Imipenem","Imipenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Piperacillin","Meropenem","Meropenem_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3396",2,32,32,79,56,32,79,"Piperacillin","Penicillin G","Penicillin G_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3426",3,32,32,48,40,32,48,"Amoxicillin","Metformin","Amoxicillin_Metformin","EcoliNet.v1.txt"
"eco:b0084","eco:b3426",3,32,32,48,40,32,48,"Aztreonam","Metformin","Aztreonam_Metformin","EcoliNet.v1.txt"
"eco:b0084","eco:b3426",3,32,32,48,40,32,48,"Cefaclor","Metformin","Cefaclor_Metformin","EcoliNet.v1.txt"
"eco:b0084","eco:b3426",3,32,32,48,40,32,48,"Cefotaxime","Metformin","Cefotaxime_Metformin","EcoliNet.v1.txt"
"eco:b0084","eco:b3426",3,32,32,48,40,32,48,"Cephalexin","Metformin","Cephalexin_Metformin","EcoliNet.v1.txt"
"eco:b0084","eco:b3426",3,32,32,48,40,32,48,"Imipenem","Metformin","Imipenem_Metformin","EcoliNet.v1.txt"
"eco:b0084","eco:b3426",3,32,32,48,40,32,48,"Meropenem","Metformin","Meropenem_Metformin","EcoliNet.v1.txt"
"eco:b0084","eco:b3426",3,32,32,48,40,32,48,"Penicillin G","Metformin","Metformin_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3426",3,32,32,48,40,32,48,"Piperacillin","Metformin","Metformin_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Amoxicillin","Ciprofloxacin","Amoxicillin_Ciprofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Amoxicillin","Levofloxacin","Amoxicillin_Levofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Amoxicillin","Moxifloxacin","Amoxicillin_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Amoxicillin","Novobiocin","Amoxicillin_Novobiocin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Aztreonam","Ciprofloxacin","Aztreonam_Ciprofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Aztreonam","Levofloxacin","Aztreonam_Levofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Aztreonam","Moxifloxacin","Aztreonam_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Aztreonam","Novobiocin","Aztreonam_Novobiocin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cefaclor","Ciprofloxacin","Cefaclor_Ciprofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cefaclor","Levofloxacin","Cefaclor_Levofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cefaclor","Moxifloxacin","Cefaclor_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cefaclor","Novobiocin","Cefaclor_Novobiocin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cefotaxime","Ciprofloxacin","Cefotaxime_Ciprofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cefotaxime","Levofloxacin","Cefotaxime_Levofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cefotaxime","Moxifloxacin","Cefotaxime_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cefotaxime","Novobiocin","Cefotaxime_Novobiocin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cephalexin","Ciprofloxacin","Cephalexin_Ciprofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cephalexin","Levofloxacin","Cephalexin_Levofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cephalexin","Moxifloxacin","Cephalexin_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Cephalexin","Novobiocin","Cephalexin_Novobiocin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Imipenem","Ciprofloxacin","Ciprofloxacin_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Imipenem","Levofloxacin","Imipenem_Levofloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Imipenem","Moxifloxacin","Imipenem_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Imipenem","Novobiocin","Imipenem_Novobiocin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Meropenem","Ciprofloxacin","Ciprofloxacin_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Meropenem","Levofloxacin","Levofloxacin_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Meropenem","Moxifloxacin","Meropenem_Moxifloxacin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Meropenem","Novobiocin","Meropenem_Novobiocin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Penicillin G","Ciprofloxacin","Ciprofloxacin_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Penicillin G","Levofloxacin","Levofloxacin_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Penicillin G","Moxifloxacin","Moxifloxacin_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Penicillin G","Novobiocin","Novobiocin_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Piperacillin","Ciprofloxacin","Ciprofloxacin_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Piperacillin","Levofloxacin","Levofloxacin_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Piperacillin","Moxifloxacin","Moxifloxacin_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3699",2,32,32,46,39,32,46,"Piperacillin","Novobiocin","Novobiocin_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3887",3,32,32,32,32,32,32,"Amoxicillin","Fusidic acid","Amoxicillin_Fusidic acid","EcoliNet.v1.txt"
"eco:b0084","eco:b3887",3,32,32,32,32,32,32,"Aztreonam","Fusidic acid","Aztreonam_Fusidic acid","EcoliNet.v1.txt"
"eco:b0084","eco:b3887",3,32,32,32,32,32,32,"Cefaclor","Fusidic acid","Cefaclor_Fusidic acid","EcoliNet.v1.txt"
"eco:b0084","eco:b3887",3,32,32,32,32,32,32,"Cefotaxime","Fusidic acid","Cefotaxime_Fusidic acid","EcoliNet.v1.txt"
"eco:b0084","eco:b3887",3,32,32,32,32,32,32,"Cephalexin","Fusidic acid","Cephalexin_Fusidic acid","EcoliNet.v1.txt"
"eco:b0084","eco:b3887",3,32,32,32,32,32,32,"Imipenem","Fusidic acid","Fusidic acid_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3887",3,32,32,32,32,32,32,"Meropenem","Fusidic acid","Fusidic acid_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3887",3,32,32,32,32,32,32,"Penicillin G","Fusidic acid","Fusidic acid_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3887",3,32,32,32,32,32,32,"Piperacillin","Fusidic acid","Fusidic acid_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3985",3,32,32,148,90,32,148,"Amoxicillin","Clindamycin","Amoxicillin_Clindamycin","EcoliNet.v1.txt"
"eco:b0084","eco:b3985",3,32,32,148,90,32,148,"Aztreonam","Clindamycin","Aztreonam_Clindamycin","EcoliNet.v1.txt"
"eco:b0084","eco:b3985",3,32,32,148,90,32,148,"Cefaclor","Clindamycin","Cefaclor_Clindamycin","EcoliNet.v1.txt"
"eco:b0084","eco:b3985",3,32,32,148,90,32,148,"Cefotaxime","Clindamycin","Cefotaxime_Clindamycin","EcoliNet.v1.txt"
"eco:b0084","eco:b3985",3,32,32,148,90,32,148,"Cephalexin","Clindamycin","Cephalexin_Clindamycin","EcoliNet.v1.txt"
"eco:b0084","eco:b3985",3,32,32,148,90,32,148,"Imipenem","Clindamycin","Clindamycin_Imipenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3985",3,32,32,148,90,32,148,"Meropenem","Clindamycin","Clindamycin_Meropenem","EcoliNet.v1.txt"
"eco:b0084","eco:b3985",3,32,32,148,90,32,148,"Penicillin G","Clindamycin","Clindamycin_Penicillin G","EcoliNet.v1.txt"
"eco:b0084","eco:b3985",3,32,32,148,90,32,148,"Piperacillin","Clindamycin","Clindamycin_Piperacillin","EcoliNet.v1.txt"
"eco:b0084","eco:b3987",3,32,32,90,61,32,90,"Amoxicillin","Rifampicin","Amoxicillin_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3987",3,32,32,90,61,32,90,"Aztreonam","Rifampicin","Aztreonam_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3987",3,32,32,90,61,32,90,"Cefaclor","Rifampicin","Cefaclor_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3987",3,32,32,90,61,32,90,"Cefotaxime","Rifampicin","Cefotaxime_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3987",3,32,32,90,61,32,90,"Cephalexin","Rifampicin","Cephalexin_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3987",3,32,32,90,61,32,90,"Imipenem","Rifampicin","Imipenem_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3987",3,32,32,90,61,32,90,"Meropenem","Rifampicin","Meropenem_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3987",3,32,32,90,61,32,90,"Penicillin G","Rifampicin","Penicillin G_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3987",3,32,32,90,61,32,90,"Piperacillin","Rifampicin","Piperacillin_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3988",2,32,32,94,63,32,94,"Amoxicillin","Rifampicin","Amoxicillin_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3988",2,32,32,94,63,32,94,"Aztreonam","Rifampicin","Aztreonam_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3988",2,32,32,94,63,32,94,"Cefaclor","Rifampicin","Cefaclor_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3988",2,32,32,94,63,32,94,"Cefotaxime","Rifampicin","Cefotaxime_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3988",2,32,32,94,63,32,94,"Cephalexin","Rifampicin","Cephalexin_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3988",2,32,32,94,63,32,94,"Imipenem","Rifampicin","Imipenem_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3988",2,32,32,94,63,32,94,"Meropenem","Rifampicin","Meropenem_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3988",2,32,32,94,63,32,94,"Penicillin G","Rifampicin","Penicillin G_Rifampicin","EcoliNet.v1.txt"
"eco:b0084","eco:b3988",2,32,32,94,63,32,94,"Piperacillin","Rifampicin","Piperacillin_Rifampicin","EcoliNet.v1.txt"
"eco:b0149","eco:b3887",2,32,126,32,79,32,126,"Amoxicillin","Fusidic acid","Amoxicillin_Fusidic acid","EcoliNet.v1.txt"
"eco:b0149","eco:b3887",2,32,126,32,79,32,126,"Aztreonam","Fusidic acid","Aztreonam_Fusidic acid","EcoliNet.v1.txt"
"eco:b0149","eco:b3887",2,32,126,32,79,32,126,"Cefaclor","Fusidic acid","Cefaclor_Fusidic acid","EcoliNet.v1.txt"
"eco:b0149","eco:b3887",2,32,126,32,79,32,126,"Cefotaxime","Fusidic acid","Cefotaxime_Fusidic acid","EcoliNet.v1.txt"
"eco:b0149","eco:b3887",2,32,126,32,79,32,126,"Cephalexin","Fusidic acid","Cephalexin_Fusidic acid","EcoliNet.v1.txt"
"eco:b0149","eco:b3887",2,32,126,32,79,32,126,"Imipenem","Fusidic acid","Fusidic acid_Imipenem","EcoliNet.v1.txt"
"eco:b0149","eco:b3887",2,32,126,32,79,32,126,"Meropenem","Fusidic acid","Fusidic acid_Meropenem","EcoliNet.v1.txt"
"eco:b0149","eco:b3887",2,32,126,32,79,32,126,"Penicillin G","Fusidic acid","Fusidic acid_Penicillin G","EcoliNet.v1.txt"
"eco:b0149","eco:b3887",2,32,126,32,79,32,126,"Piperacillin","Fusidic acid","Fusidic acid_Piperacillin","EcoliNet.v1.txt"
"eco:b0635","eco:b3887",2,32,56,32,44,32,56,"Amoxicillin","Fusidic acid","Amoxicillin_Fusidic acid","EcoliNet.v1.txt"
"eco:b0635","eco:b3887",2,32,56,32,44,32,56,"Aztreonam","Fusidic acid","Aztreonam_Fusidic acid","EcoliNet.v1.txt"
"eco:b0635","eco:b3887",2,32,56,32,44,32,56,"Cefaclor","Fusidic acid","Cefaclor_Fusidic acid","EcoliNet.v1.txt"
"eco:b0635","eco:b3887",2,32,56,32,44,32,56,"Cefotaxime","Fusidic acid","Cefotaxime_Fusidic acid","EcoliNet.v1.txt"
"eco:b0635","eco:b3887",2,32,56,32,44,32,56,"Cephalexin","Fusidic acid","Cephalexin_Fusidic acid","EcoliNet.v1.txt"
"eco:b0635","eco:b3887",2,32,56,32,44,32,56,"Imipenem","Fusidic acid","Fusidic acid_Imipenem","EcoliNet.v1.txt"
"eco:b0635","eco:b3887",2,32,56,32,44,32,56,"Meropenem","Fusidic acid","Fusidic acid_Meropenem","EcoliNet.v1.txt"
"eco:b0635","eco:b3887",2,32,56,32,44,32,56,"Penicillin G","Fusidic acid","Fusidic acid_Penicillin G","EcoliNet.v1.txt"
"eco:b0635","eco:b3887",2,32,56,32,44,32,56,"Piperacillin","Fusidic acid","Fusidic acid_Piperacillin","EcoliNet.v1.txt"
"eco:b0839","eco:b3887",3,32,51,32,42,32,51,"Amoxicillin","Fusidic acid","Amoxicillin_Fusidic acid","EcoliNet.v1.txt"
