"KEGG1_KEGG2","KEGG1","KEGG2","drug_pair","Drug1","Drug2","path.length","K.edge","Degree1","Degree2","mean_deg","min_deg","max_deg","adjacency","network"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Cefotaxime_Ciprofloxacin","Cefotaxime","Ciprofloxacin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Cefotaxime_Novobiocin","Cefotaxime","Novobiocin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Cephalexin_Novobiocin","Cephalexin","Novobiocin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Ciprofloxacin_Imipenem","Ciprofloxacin","Imipenem",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Imipenem_Levofloxacin","Imipenem","Levofloxacin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Imipenem_Novobiocin","Imipenem","Novobiocin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Ciprofloxacin_Mecillinam","Ciprofloxacin","Mecillinam",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Levofloxacin_Mecillinam","Levofloxacin","Mecillinam",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Mecillinam_Novobiocin","Mecillinam","Novobiocin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Ciprofloxacin_Meropenem","Ciprofloxacin","Meropenem",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Levofloxacin_Meropenem","Levofloxacin","Meropenem",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Meropenem_Novobiocin","Meropenem","Novobiocin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Ciprofloxacin_Penicillin G","Ciprofloxacin","Penicillin G",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Novobiocin_Penicillin G","Novobiocin","Penicillin G",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Ciprofloxacin_Piperacillin","Ciprofloxacin","Piperacillin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Novobiocin_Piperacillin","Novobiocin","Piperacillin",3,14,14,21,17.5,14,21,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2827","eco:b0635","eco:b2827","Amoxicillin_Flucytosine","Amoxicillin","Flucytosine",3,14,14,35,24.5,14,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2827","eco:b0635","eco:b2827","Aztreonam_Flucytosine","Aztreonam","Flucytosine",3,14,14,35,24.5,14,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2827","eco:b0635","eco:b2827","Cefaclor_Flucytosine","Cefaclor","Flucytosine",3,14,14,35,24.5,14,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2827","eco:b0635","eco:b2827","Cefotaxime_Flucytosine","Cefotaxime","Flucytosine",3,14,14,35,24.5,14,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2827","eco:b0635","eco:b2827","Cephalexin_Flucytosine","Cephalexin","Flucytosine",3,14,14,35,24.5,14,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2827","eco:b0635","eco:b2827","Flucytosine_Imipenem","Flucytosine","Imipenem",3,14,14,35,24.5,14,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2827","eco:b0635","eco:b2827","Flucytosine_Mecillinam","Flucytosine","Mecillinam",3,14,14,35,24.5,14,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2827","eco:b0635","eco:b2827","Flucytosine_Meropenem","Flucytosine","Meropenem",3,14,14,35,24.5,14,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2827","eco:b0635","eco:b2827","Flucytosine_Penicillin G","Flucytosine","Penicillin G",3,14,14,35,24.5,14,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b2827","eco:b0635","eco:b2827","Flucytosine_Piperacillin","Flucytosine","Piperacillin",3,14,14,35,24.5,14,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Imipenem_Levofloxacin","Imipenem","Levofloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Levofloxacin_Mecillinam","Levofloxacin","Mecillinam",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Levofloxacin_Meropenem","Levofloxacin","Meropenem",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3019","eco:b0635","eco:b3019","Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",3,14,14,29,21.5,14,29,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Imipenem_Levofloxacin","Imipenem","Levofloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Levofloxacin_Mecillinam","Levofloxacin","Mecillinam",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Levofloxacin_Meropenem","Levofloxacin","Meropenem",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3030","eco:b0635","eco:b3030","Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",3,14,14,28,21,14,28,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",4,14,14,17,15.5,14,17,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",4,14,14,17,15.5,14,17,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",4,14,14,17,15.5,14,17,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",4,14,14,17,15.5,14,17,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",4,14,14,17,15.5,14,17,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",4,14,14,17,15.5,14,17,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Mecillinam_Sulfamonomethoxine","Mecillinam","Sulfamonomethoxine",4,14,14,17,15.5,14,17,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",4,14,14,17,15.5,14,17,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",4,14,14,17,15.5,14,17,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",4,14,14,17,15.5,14,17,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3189","eco:b0635","eco:b3189","Amoxicillin_Fosfomycin","Amoxicillin","Fosfomycin",2,14,14,46,30,14,46,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3189","eco:b0635","eco:b3189","Aztreonam_Fosfomycin","Aztreonam","Fosfomycin",2,14,14,46,30,14,46,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3189","eco:b0635","eco:b3189","Cefaclor_Fosfomycin","Cefaclor","Fosfomycin",2,14,14,46,30,14,46,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3189","eco:b0635","eco:b3189","Cefotaxime_Fosfomycin","Cefotaxime","Fosfomycin",2,14,14,46,30,14,46,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3189","eco:b0635","eco:b3189","Cephalexin_Fosfomycin","Cephalexin","Fosfomycin",2,14,14,46,30,14,46,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3189","eco:b0635","eco:b3189","Fosfomycin_Imipenem","Fosfomycin","Imipenem",2,14,14,46,30,14,46,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3189","eco:b0635","eco:b3189","Fosfomycin_Mecillinam","Fosfomycin","Mecillinam",2,14,14,46,30,14,46,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3189","eco:b0635","eco:b3189","Fosfomycin_Meropenem","Fosfomycin","Meropenem",2,14,14,46,30,14,46,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3189","eco:b0635","eco:b3189","Fosfomycin_Penicillin G","Fosfomycin","Penicillin G",2,14,14,46,30,14,46,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3189","eco:b0635","eco:b3189","Fosfomycin_Piperacillin","Fosfomycin","Piperacillin",2,14,14,46,30,14,46,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3230","eco:b0635","eco:b3230","Amoxicillin_Doxycycline","Amoxicillin","Doxycycline",3,14,14,27,20.5,14,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3230","eco:b0635","eco:b3230","Aztreonam_Doxycycline","Aztreonam","Doxycycline",3,14,14,27,20.5,14,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3230","eco:b0635","eco:b3230","Cefaclor_Doxycycline","Cefaclor","Doxycycline",3,14,14,27,20.5,14,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3230","eco:b0635","eco:b3230","Cefotaxime_Doxycycline","Cefotaxime","Doxycycline",3,14,14,27,20.5,14,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3230","eco:b0635","eco:b3230","Cephalexin_Doxycycline","Cephalexin","Doxycycline",3,14,14,27,20.5,14,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3230","eco:b0635","eco:b3230","Doxycycline_Imipenem","Doxycycline","Imipenem",3,14,14,27,20.5,14,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3230","eco:b0635","eco:b3230","Doxycycline_Mecillinam","Doxycycline","Mecillinam",3,14,14,27,20.5,14,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3230","eco:b0635","eco:b3230","Doxycycline_Meropenem","Doxycycline","Meropenem",3,14,14,27,20.5,14,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3230","eco:b0635","eco:b3230","Doxycycline_Penicillin G","Doxycycline","Penicillin G",3,14,14,27,20.5,14,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3230","eco:b0635","eco:b3230","Doxycycline_Piperacillin","Doxycycline","Piperacillin",3,14,14,27,20.5,14,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3251","eco:b0635","eco:b3251","A22_Amoxicillin","A22","Amoxicillin",1,14,14,24,19,14,24,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3251","eco:b0635","eco:b3251","A22_Aztreonam","A22","Aztreonam",1,14,14,24,19,14,24,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3251","eco:b0635","eco:b3251","A22_Cefaclor","A22","Cefaclor",1,14,14,24,19,14,24,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3251","eco:b0635","eco:b3251","A22_Cefotaxime","A22","Cefotaxime",1,14,14,24,19,14,24,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3251","eco:b0635","eco:b3251","A22_Cephalexin","A22","Cephalexin",1,14,14,24,19,14,24,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3251","eco:b0635","eco:b3251","A22_Imipenem","A22","Imipenem",1,14,14,24,19,14,24,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3251","eco:b0635","eco:b3251","A22_Mecillinam","A22","Mecillinam",1,14,14,24,19,14,24,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3251","eco:b0635","eco:b3251","A22_Meropenem","A22","Meropenem",1,14,14,24,19,14,24,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3251","eco:b0635","eco:b3251","A22_Penicillin G","A22","Penicillin G",1,14,14,24,19,14,24,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3251","eco:b0635","eco:b3251","A22_Piperacillin","A22","Piperacillin",1,14,14,24,19,14,24,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3296","eco:b0635","eco:b3296","Amoxicillin_Doxycycline","Amoxicillin","Doxycycline",4,14,14,22,18,14,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3296","eco:b0635","eco:b3296","Aztreonam_Doxycycline","Aztreonam","Doxycycline",4,14,14,22,18,14,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3296","eco:b0635","eco:b3296","Cefaclor_Doxycycline","Cefaclor","Doxycycline",4,14,14,22,18,14,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3296","eco:b0635","eco:b3296","Cefotaxime_Doxycycline","Cefotaxime","Doxycycline",4,14,14,22,18,14,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3296","eco:b0635","eco:b3296","Cephalexin_Doxycycline","Cephalexin","Doxycycline",4,14,14,22,18,14,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3296","eco:b0635","eco:b3296","Doxycycline_Imipenem","Doxycycline","Imipenem",4,14,14,22,18,14,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3296","eco:b0635","eco:b3296","Doxycycline_Mecillinam","Doxycycline","Mecillinam",4,14,14,22,18,14,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3296","eco:b0635","eco:b3296","Doxycycline_Meropenem","Doxycycline","Meropenem",4,14,14,22,18,14,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3296","eco:b0635","eco:b3296","Doxycycline_Penicillin G","Doxycycline","Penicillin G",4,14,14,22,18,14,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3296","eco:b0635","eco:b3296","Doxycycline_Piperacillin","Doxycycline","Piperacillin",4,14,14,22,18,14,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Amoxicillin_Aztreonam","Amoxicillin","Aztreonam",3,14,14,32,23,14,32,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Amoxicillin_Cefaclor","Amoxicillin","Cefaclor",3,14,14,32,23,14,32,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Amoxicillin_Cefotaxime","Amoxicillin","Cefotaxime",3,14,14,32,23,14,32,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Amoxicillin_Cephalexin","Amoxicillin","Cephalexin",3,14,14,32,23,14,32,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Amoxicillin_Imipenem","Amoxicillin","Imipenem",3,14,14,32,23,14,32,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Amoxicillin_Meropenem","Amoxicillin","Meropenem",3,14,14,32,23,14,32,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"eco:b0635_eco:b3396","eco:b0635","eco:b3396","Amoxicillin_Penicillin G","Amoxicillin","Penicillin G",3,14,14,32,23,14,32,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
