"KEGG1_KEGG2","KEGG1","KEGG2","Drug1_Drug2","Drug1","Drug2","path.length","K.edge","Degree1","Degree2","mean_deg","min_deg","max_deg","network"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Mecillinam_Novobiocin","Mecillinam","Novobiocin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b2231","eco:b0635","eco:b2231","Meropenem_Novobiocin","Meropenem","Novobiocin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Amoxicillin_Ciprofloxacin","Amoxicillin","Ciprofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Amoxicillin_Novobiocin","Amoxicillin","Novobiocin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Aztreonam_Ciprofloxacin","Aztreonam","Ciprofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Aztreonam_Novobiocin","Aztreonam","Novobiocin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cefaclor_Ciprofloxacin","Cefaclor","Ciprofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cefaclor_Novobiocin","Cefaclor","Novobiocin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cefotaxime_Ciprofloxacin","Cefotaxime","Ciprofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cefotaxime_Novobiocin","Cefotaxime","Novobiocin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Cephalexin_Novobiocin","Cephalexin","Novobiocin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Imipenem_Levofloxacin","Imipenem","Levofloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Imipenem_Novobiocin","Imipenem","Novobiocin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Mecillinam_Novobiocin","Mecillinam","Novobiocin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0635_eco:b3699","eco:b0635","eco:b3699","Meropenem_Novobiocin","Meropenem","Novobiocin",1,20,72,20,46,20,72,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Amoxicillin_Ciprofloxacin","Amoxicillin","Ciprofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Amoxicillin_Novobiocin","Amoxicillin","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Aztreonam_Ciprofloxacin","Aztreonam","Ciprofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Aztreonam_Novobiocin","Aztreonam","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cefaclor_Ciprofloxacin","Cefaclor","Ciprofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cefaclor_Novobiocin","Cefaclor","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cefotaxime_Ciprofloxacin","Cefotaxime","Ciprofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cefotaxime_Novobiocin","Cefotaxime","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Cephalexin_Novobiocin","Cephalexin","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Imipenem_Levofloxacin","Imipenem","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Imipenem_Novobiocin","Imipenem","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b2231","eco:b0839","eco:b2231","Meropenem_Novobiocin","Meropenem","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Amoxicillin_Ciprofloxacin","Amoxicillin","Ciprofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Amoxicillin_Novobiocin","Amoxicillin","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Aztreonam_Ciprofloxacin","Aztreonam","Ciprofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Aztreonam_Novobiocin","Aztreonam","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cefaclor_Ciprofloxacin","Cefaclor","Ciprofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cefaclor_Novobiocin","Cefaclor","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cefotaxime_Ciprofloxacin","Cefotaxime","Ciprofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cefotaxime_Novobiocin","Cefotaxime","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Cephalexin_Novobiocin","Cephalexin","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Imipenem_Levofloxacin","Imipenem","Levofloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Imipenem_Novobiocin","Imipenem","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b0839_eco:b3699","eco:b0839","eco:b3699","Meropenem_Novobiocin","Meropenem","Novobiocin",1,20,43,20,31.5,20,43,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3177","eco:b2231","eco:b3177","Ciprofloxacin_Sulfamonomethoxine","Ciprofloxacin","Sulfamonomethoxine",1,20,20,21,20.5,20,21,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3177","eco:b2231","eco:b3177","Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",1,20,20,21,20.5,20,21,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3177","eco:b2231","eco:b3177","Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",1,20,20,21,20.5,20,21,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3177","eco:b2231","eco:b3177","Novobiocin_Sulfamonomethoxine","Novobiocin","Sulfamonomethoxine",1,20,20,21,20.5,20,21,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Ciprofloxacin_Imipenem","Ciprofloxacin","Imipenem",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Ciprofloxacin_Meropenem","Ciprofloxacin","Meropenem",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Ciprofloxacin_Penicillin G","Ciprofloxacin","Penicillin G",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Ciprofloxacin_Piperacillin","Ciprofloxacin","Piperacillin",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Levofloxacin_Meropenem","Levofloxacin","Meropenem",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Novobiocin_Penicillin G","Novobiocin","Penicillin G",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3182","eco:b2231","eco:b3182","Novobiocin_Piperacillin","Novobiocin","Piperacillin",2,20,20,34,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Ciprofloxacin_Imipenem","Ciprofloxacin","Imipenem",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Ciprofloxacin_Meropenem","Ciprofloxacin","Meropenem",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Ciprofloxacin_Penicillin G","Ciprofloxacin","Penicillin G",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Ciprofloxacin_Piperacillin","Ciprofloxacin","Piperacillin",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Levofloxacin_Meropenem","Levofloxacin","Meropenem",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Novobiocin_Penicillin G","Novobiocin","Penicillin G",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3396","eco:b2231","eco:b3396","Novobiocin_Piperacillin","Novobiocin","Piperacillin",2,20,20,55,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3699","eco:b2231","eco:b3699","Ciprofloxacin_Levofloxacin","Ciprofloxacin","Levofloxacin",1,20,20,20,20,20,20,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3699","eco:b2231","eco:b3699","Ciprofloxacin_Moxifloxacin","Ciprofloxacin","Moxifloxacin",1,20,20,20,20,20,20,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3699","eco:b2231","eco:b3699","Ciprofloxacin_Novobiocin","Ciprofloxacin","Novobiocin",1,20,20,20,20,20,20,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3699","eco:b2231","eco:b3699","Levofloxacin_Moxifloxacin","Levofloxacin","Moxifloxacin",1,20,20,20,20,20,20,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3699","eco:b2231","eco:b3699","Levofloxacin_Novobiocin","Levofloxacin","Novobiocin",1,20,20,20,20,20,20,"GO-BP.goldstandardset.txt"
"eco:b2231_eco:b3699","eco:b2231","eco:b3699","Moxifloxacin_Novobiocin","Moxifloxacin","Novobiocin",1,20,20,20,20,20,20,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Amoxicillin_Ciprofloxacin","Amoxicillin","Ciprofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Amoxicillin_Novobiocin","Amoxicillin","Novobiocin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Aztreonam_Ciprofloxacin","Aztreonam","Ciprofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Aztreonam_Novobiocin","Aztreonam","Novobiocin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cefaclor_Ciprofloxacin","Cefaclor","Ciprofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cefaclor_Novobiocin","Cefaclor","Novobiocin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cefotaxime_Ciprofloxacin","Cefotaxime","Ciprofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cefotaxime_Novobiocin","Cefotaxime","Novobiocin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Cephalexin_Novobiocin","Cephalexin","Novobiocin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Imipenem_Levofloxacin","Imipenem","Levofloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Imipenem_Novobiocin","Imipenem","Novobiocin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3182_eco:b3699","eco:b3182","eco:b3699","Meropenem_Novobiocin","Meropenem","Novobiocin",2,20,34,20,27,20,34,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Amoxicillin_Ciprofloxacin","Amoxicillin","Ciprofloxacin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Amoxicillin_Novobiocin","Amoxicillin","Novobiocin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Aztreonam_Ciprofloxacin","Aztreonam","Ciprofloxacin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Aztreonam_Novobiocin","Aztreonam","Novobiocin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Cefaclor_Ciprofloxacin","Cefaclor","Ciprofloxacin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
"eco:b3396_eco:b3699","eco:b3396","eco:b3699","Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",2,20,55,20,37.5,20,55,"GO-BP.goldstandardset.txt"
